P,k,seed,l,Omega_L1,Omega_AC,Omega_true,chi_AC,n_groups,max_group_size,restart_gain
10,12,2,2,24.0,20.485281374238568,16.485281374238568,0.8047378541243649,9,2,1.0
10,12,2,3,24.0,19.31370849898476,16.128990204491956,0.835105811260421,8,2,1.0
10,12,2,4,24.0,20.485281374238568,17.823275218255194,0.8700527414121341,9,2,1.0000000000000002
10,12,2,5,24.0,24.0,14.0,0.5833333333333334,12,1,1.0
10,12,2,6,24.0,20.485281374238568,16.814625057107406,0.8208149426862535,9,2,1.0000000000000002
10,12,2,7,24.0,21.65685424949238,18.064495102245985,0.8341236863922379,10,2,1.0
10,12,2,8,24.0,21.65685424949238,16.90104654287823,0.7804017309334932,10,2,1.0
10,12,2,9,24.0,21.65685424949238,17.68560892543342,0.816628708938555,10,2,1.0
10,12,3,0,24.0,21.65685424949238,13.21110255092799,0.6100194607551394,10,2,1.0
10,12,3,1,24.0,22.82842712474619,17.23606797749979,0.7550265238736382,11,2,1.0
10,12,3,2,24.0,20.485281374238568,17.82969110198215,0.8703659362181875,9,2,1.0571909584179366
10,12,3,3,24.0,18.14213562373095,15.716946922472093,0.8663228656450692,7,2,1.0645774510538508
10,12,3,4,24.0,20.485281374238568,15.972963691287696,0.7797287915886099,9,2,1.0000000000000002
10,12,3,5,24.0,20.485281374238568,16.128990204491952,0.7873453095340489,9,2,1.0
10,12,3,6,24.0,24.0,14.0,0.5833333333333334,12,1,1.0
10,12,3,7,24.0,20.485281374238568,15.967790460868773,0.7794762575704329,9,2,1.0
10,12,3,8,24.0,22.82842712474619,16.576491222541474,0.7261337424588674,11,2,1.0
10,12,3,9,24.0,22.82842712474619,15.23606797749979,0.6674164581835678,11,2,1.0
10,12,4,0,24.0,22.82842712474619,15.23606797749979,0.6674164581835678,11,2,1.0
10,12,4,1,24.0,22.82842712474619,18.35917360311745,0.8042242026922637,11,2,1.0
10,12,4,2,24.0,20.485281374238568,18.700169592637543,0.9128588107241765,9,2,1.0000000000000002
10,12,4,3,24.0,21.65685424949238,16.987918414869867,0.7844130185836223,10,2,1.0
10,12,4,4,24.0,21.65685424949238,14.472135954999583,0.6682473727844753,10,2,1.0
10,12,4,5,24.0,22.82842712474619,18.246211251235323,0.7992758831578146,11,2,1.0
10,12,4,6,24.0,24.0,18.0,0.75,12,1,1.0
10,12,4,7,24.0,20.485281374238568,14.67004637770997,0.7161261839516837,9,2,1.0
10,12,4,8,24.0,20.485281374238568,17.363954975691897,0.8476307773603774,9,2,1.0000000000000002
10,12,4,9,24.0,21.65685424949238,17.708203932499366,0.8176720279176479,10,2,1.0
10,12,5,0,24.0,21.65685424949238,18.01034720444857,0.8316234203252636,10,2,1.0
10,12,5,1,24.0,19.31370849898476,15.327541438297521,0.7936094426973062,8,2,1.0
10,12,5,2,24.0,20.485281374238568,17.43070872730907,0.850889397556882,9,2,1.0000000000000002
10,12,5,3,24.0,22.82842712474619,17.23606797749979,0.7550265238736382,11,2,1.0
10,12,5,4,24.0,22.82842712474619,16.47213595499958,0.7215624565366423,11,2,1.0
10,12,5,5,24.0,22.82842712474619,16.0,0.7008805255205636,11,2,1.0
10,12,5,6,24.0,20.485281374238568,15.199909299209164,0.7419917267196502,9,2,1.0000000000000002
10,12,5,7,24.0,20.485281374238568,18.22398639236964,0.889613672345617,9,2,1.0000000000000002
10,12,5,8,24.0,21.65685424949238,18.79669127533634,0.8679326673575836,10,2,1.0
10,12,5,9,24.0,20.485281374238568,16.292528739883966,0.7953285308725497,9,2,1.0000000000000002
1,13,0,0,26.0,24.82842712474619,18.32455532033676,0.7380473691816305,12,2,1.0
1,13,1,0,26.0,26.0,20.0,0.7692307692307693,13,1,1.0
1,13,2,0,26.0,22.485281374238568,15.333902656544396,0.681952891819823,10,2,1.0000000000000002
1,13,3,0,26.0,23.65685424949238,15.685608925433408,0.6630471135345472,11,2,1.0
1,13,4,0,26.0,22.485281374238568,17.30056307974577,0.7694172375164076,10,2,1.0000000000000002
1,13,5,0,26.0,23.65685424949238,14.98791841486987,0.6335550051077259,11,2,1.0
2,13,0,0,26.0,23.65685424949238,16.324555320336756,0.6900560466819904,11,2,1.0
2,13,0,1,26.0,22.485281374238568,17.742901756867695,0.7890896031746248,10,2,1.0000000000000002
2,13,1,0,26.0,23.65685424949238,17.565822304349304,0.7425257018154147,11,2,1.0
2,13,1,1,26.0,22.485281374238568,17.940916459480395,0.7978960174381157,10,2,1.0000000000000002
2,13,2,0,26.0,22.485281374238568,16.17173280315871,0.7192141621001327,10,2,1.0000000000000002
2,13,2,1,26.0,21.31370849898476,18.192382100438067,0.8535531065044184,9,2,1.0
2,13,3,0,26.0,23.65685424949238,17.699596848159125,0.7481804918563472,11,2,1.0
2,13,3,1,26.0,22.485281374238568,17.7624742771306,0.7899600623846808,10,2,1.0
2,13,4,0,26.0,23.65685424949238,15.656854249492381,0.6618316232737639,11,2,1.0
2,13,4,1,26.0,22.485281374238568,16.389050422582734,0.7288790453545181,10,2,1.0000000000000002
2,13,5,0,26.0,24.82842712474619,16.0,0.6444226176555902,12,2,1.0
2,13,5,1,26.0,22.485281374238568,18.944271909999195,0.8425187834964647,10,2,1.0000000000000002
3,13,0,0,26.0,22.485281374238568,16.660602759219753,0.7409559383280762,10,2,1.052103989972573
3,13,0,1,26.0,22.485281374238568,17.860222806162355,0.7943072852370372,10,2,1.0000000000000002
3,13,0,2,26.0,23.65685424949238,19.67068718880514,0.8315005444659754,11,2,1.0
3,13,1,0,26.0,22.485281374238568,14.51979956112066,0.645746847435764,10,2,1.0000000000000002
3,13,1,1,26.0,22.485281374238568,15.667633808267798,0.6967950966456767,10,2,1.0000000000000002
3,13,1,2,26.0,26.0,18.0,0.6923076923076923,13,1,1.0
3,13,2,0,26.0,22.485281374238568,16.89292222699217,0.7512880068446208,10,2,1.0
3,13,2,1,26.0,22.485281374238568,18.05576980774483,0.803003952106704,10,2,1.0000000000000002
3,13,2,2,26.0,24.82842712474619,17.12310562561766,0.689657284353356,12,2,1.0
3,13,3,0,26.0,23.65685424949238,18.831309558117045,0.7960191731122122,11,2,1.0
3,13,3,1,26.0,22.485281374238568,16.157744880432986,0.7185920696969773,10,2,1.0000000000000002
3,13,3,2,26.0,21.31370849898476,16.623273586985114,0.7799334211489725,9,2,1.0
3,13,4,0,26.0,21.31370849898476,16.906813867997997,0.7932366096122279,9,2,1.0
3,13,4,1,26.0,24.82842712474619,18.82842712474619,0.7583415183791536,12,2,1.0
3,13,4,2,26.0,23.65685424949238,19.048627177541057,0.8052054164365406,11,2,1.0
3,13,5,0,26.0,22.485281374238568,15.82156231325651,0.7036408417545225,10,2,1.0000000000000002
3,13,5,1,26.0,22.485281374238568,16.730766125092423,0.7440763513976256,10,2,1.0000000000000002
3,13,5,2,26.0,23.65685424949238,19.464101615137753,0.8227679559532057,11,2,1.049523612180134
4,13,0,0,26.0,24.82842712474619,18.47213595499958,0.7439913878631734,12,2,1.0
4,13,0,1,26.0,24.82842712474619,18.47213595499958,0.7439913878631734,12,2,1.0
4,13,0,2,26.0,22.485281374238568,15.967790460868779,0.7101441247323286,10,2,1.0000000000000002
4,13,0,3,26.0,24.82842712474619,18.47213595499958,0.7439913878631734,12,2,1.0
4,13,1,0,26.0,22.485281374238568,17.967790460868763,0.7990911993413832,10,2,1.0000000000000002
4,13,1,1,26.0,18.970562748477143,17.75422191368142,0.9358827225674492,7,2,1.0617574128288765
4,13,1,2,26.0,21.31370849898476,16.49651543543299,0.7739861618272001,9,2,1.0
4,13,1,3,26.0,21.31370849898476,16.40392463184979,0.769641971627376,9,2,1.0549680444071765
4,13,2,0,26.0,24.82842712474619,18.0,0.724975444862539,12,2,1.0
4,13,2,1,26.0,24.82842712474619,18.35917360311745,0.7394416694571476,12,2,1.0
4,13,2,2,26.0,23.65685424949238,16.576491222541478,0.7007056410679442,11,2,1.0
4,13,2,3,26.0,23.65685424949238,14.556592793759414,0.6153224194663061,11,2,1.0
4,13,3,0,26.0,22.485281374238568,16.53663105724555,0.7354424782156207,10,2,1.0000000000000002
4,13,3,1,26.0,23.65685424949238,18.656991753840828,0.7886505769988909,11,2,1.0
4,13,3,2,26.0,21.31370849898476,15.52859671738375,0.7285731958904959,9,2,1.0
4,13,3,3,26.0,23.65685424949238,17.967762143714467,0.7595161196928798,11,2,1.0
4,13,4,0,26.0,23.65685424949238,17.95153275036385,0.7588300862423011,11,2,1.0
4,13,4,1,26.0,23.65685424949238,20.69483843602332,0.8747924900652159,11,2,1.0
4,13,4,2,26.0,23.65685424949238,17.04862717754105,0.7206633222549813,11,2,1.0
4,13,4,3,26.0,21.31370849898476,18.439926415868364,0.8651674304707093,9,2,1.0
4,13,5,0,26.0,24.82842712474619,18.35917360311745,0.7394416694571476,12,2,1.0
4,13,5,1,26.0,21.31370849898476,17.16610839697658,0.8054022319857783,9,2,1.0
4,13,5,2,26.0,22.485281374238568,16.53663105724555,0.7354424782156207,10,2,1.0000000000000002
4,13,5,3,26.0,22.485281374238568,17.414370919298538,0.7744786747143052,10,2,1.0000000000000002
5,13,0,0,26.0,24.82842712474619,17.23606797749979,0.6942070027593819,12,2,1.0
5,13,0,1,26.0,22.485281374238568,16.49499105518526,0.7335906000306318,10,2,1.0000000000000002
5,13,0,2,26.0,23.65685424949238,19.404918347287662,0.8202662172509283,11,2,1.0
5,13,0,3,26.0,22.485281374238568,17.694966256081827,0.7869577418922133,10,2,1.0000000000000002
5,13,0,4,26.0,22.485281374238568,18.375431313622364,0.81722043001317,10,2,1.0000000000000002
5,13,1,0,26.0,22.485281374238568,18.05069303460717,0.8027781700471797,10,2,1.0000000000000002
5,13,1,1,26.0,23.65685424949238,18.839206683521606,0.7963529928720701,11,2,1.0
5,13,1,2,26.0,22.485281374238568,16.38905042258274,0.7288790453545184,10,2,1.0000000000000002
5,13,1,3,26.0,22.485281374238568,20.293181118777,0.9025095475134653,10,2,1.0000000000000002
5,13,1,4,26.0,22.485281374238568,17.81634553961608,0.7923559079864708,10,2,1.0
5,13,2,0,26.0,22.485281374238568,18.371427531917245,0.8170423676781482,10,2,1.0000000000000002
5,13,2,1,26.0,22.485281374238568,17.10636843837873,0.7607807148892312,10,2,1.0000000000000002
5,13,2,2,26.0,22.485281374238568,17.81634553961605,0.7923559079864695,10,2,1.0
5,13,2,3,26.0,22.485281374238568,19.173798660224847,0.8527266499850122,10,2,1.0000000000000002
5,13,2,4,26.0,21.31370849898476,17.469413449533654,0.8196327471761087,9,2,1.0
5,13,3,0,26.0,21.31370849898476,17.193775473933062,0.806700320347914,9,2,1.0000000000000002
5,13,3,1,26.0,23.65685424949238,17.708203932499412,0.7485443223238097,11,2,1.0
5,13,3,2,26.0,21.31370849898476,16.675204166065733,0.78236990840238,9,2,1.0549680444071765
5,13,3,3,26.0,22.485281374238568,16.524931786808295,0.7349221702753937,10,2,1.052103989972573
5,13,3,4,26.0,21.31370849898476,16.402256637688332,0.7695637124092987,9,2,1.0
5,13,4,0,26.0,23.65685424949238,19.070003361681415,0.8061090101229589,11,2,1.0
5,13,4,1,26.0,21.31370849898476,19.275597653173907,0.9043755878566166,9,2,1.0
5,13,4,2,26.0,21.31370849898476,15.866663755584465,0.7444346795087418,9,2,1.0
5,13,4,3,26.0,21.31370849898476,17.936237570137337,0.8415352762749709,9,2,1.0
5,13,4,4,26.0,22.485281374238568,17.588445642261277,0.7822203933997639,10,2,1.0000000000000002
5,13,5,0,26.0,21.31370849898476,18.67919582108683,0.8763935108700853,9,2,1.0
5,13,5,1,26.0,22.485281374238568,17.860451991725352,0.7943174779297228,10,2,1.0000000000000002
5,13,5,2,26.0,23.65685424949238,19.685608925433392,0.8321313018976646,11,2,1.0
5,13,5,3,26.0,24.82842712474619,20.576491222541478,0.8287472709873409,12,2,1.0
5,13,5,4,26.0,18.970562748477143,16.933911417571906,0.8926414910349073,7,2,1.0
6,13,0,0,26.0,23.65685424949238,16.010347204448586,0.6767741406189764,11,2,1.0
6,13,0,1,26.0,24.82842712474619,16.82842712474619,0.6777886911722049,12,2,1.0
6,13,0,2,26.0,22.485281374238568,18.394249429095517,0.8180573381736661,10,2,1.0000000000000002
6,13,0,3,26.0,22.485281374238568,16.64098632478745,0.7400835260995693,10,2,1.0000000000000002
6,13,0,4,26.0,21.31370849898476,15.842096286624027,0.7432820190526035,9,2,1.0
6,13,0,5,26.0,23.65685424949238,18.570766571572058,0.7850057482587967,11,2,1.0
6,13,1,0,26.0,22.485281374238568,16.772989201940447,0.7459541609809381,10,2,1.0000000000000002
6,13,1,1,26.0,24.82842712474619,14.828427124746192,0.5972358639652561,12,2,1.0
6,13,1,2,26.0,21.31370849898476,18.807431704980885,0.8824101026753155,9,2,1.0
6,13,1,3,26.0,22.485281374238568,18.08605825680711,0.8043509865759716,10,2,1.0000000000000002
6,13,1,4,26.0,21.31370849898476,16.92776278113171,0.7942194940846655,9,2,1.0
6,13,1,5,26.0,22.485281374238568,15.30175504735925,0.680523173923476,10,2,1.0000000000000002
6,13,2,0,26.0,21.31370849898476,18.957417329238147,0.8894471522936119,9,2,1.0
6,13,2,1,26.0,24.82842712474619,17.23606797749979,0.6942070027593819,12,2,1.0
6,13,2,2,26.0,22.485281374238568,19.40618310738401,0.8630616083647373,10,2,1.0000000000000002
6,13,2,3,26.0,22.485281374238568,18.01016424577017,0.80097571144493,10,2,1.0000000000000002
6,13,2,4,26.0,23.65685424949238,18.8146250571074,0.7953139017843472,11,2,1.0
6,13,2,5,26.0,23.65685424949238,17.300563079745764,0.7313129166409348,11,2,1.0
6,13,3,0,26.0,21.31370849898476,18.17346457917594,0.8526655312022119,9,2,1.0549680444071765
6,13,3,1,26.0,21.31370849898476,18.541566479948322,0.8699361953285378,9,2,1.0549680444071765
6,13,3,2,26.0,24.82842712474619,16.32455532033676,0.6574945419746817,12,2,1.0
6,13,3,3,26.0,23.65685424949238,16.969297242853592,0.7173099628500993,11,2,1.0
6,13,3,4,26.0,22.485281374238568,17.61149929112214,0.783245670712383,10,2,1.0000000000000002
6,13,3,5,26.0,22.485281374238568,18.640986324787455,0.8290306007086249,10,2,1.0000000000000002
6,13,4,0,26.0,22.485281374238568,17.228144052595955,0.7661965072109026,10,2,1.0000000000000002
6,13,4,1,26.0,23.65685424949238,19.152982445082934,0.8096166228649742,11,2,1.0
6,13,4,2,26.0,22.485281374238568,18.536631057245568,0.8243895528246769,10,2,1.0000000000000002
6,13,4,3,26.0,24.82842712474619,16.47213595499958,0.6634385606562246,12,2,1.0
6,13,4,4,26.0,22.485281374238568,16.447170528427772,0.7314638520499606,10,2,1.0000000000000002
6,13,4,5,26.0,24.82842712474619,17.23606797749979,0.6942070027593819,12,2,1.0
6,13,5,0,26.0,22.485281374238568,16.20705986608722,0.7207852815511432,10,2,1.0000000000000002
6,13,5,1,26.0,24.82842712474619,20.47213595499958,0.8245442150701222,12,2,1.0
6,13,5,2,26.0,24.82842712474619,16.47213595499958,0.6634385606562246,12,2,1.0
6,13,5,3,26.0,23.65685424949238,21.54061465347499,0.9105443363813767,11,2,1.0
6,13,5,4,26.0,23.65685424949238,17.300563079745782,0.7313129166409356,11,2,1.0
6,13,5,5,26.0,22.485281374238568,17.518122724564044,0.7790928844961929,10,2,1.0000000000000002
7,13,0,0,26.0,20.14213562373095,17.63121312501574,0.8753398077730692,8,2,1.0
7,13,0,1,26.0,23.65685424949238,17.560623297836543,0.7423059343662884,11,2,1.0
7,13,0,2,26.0,21.31370849898476,16.12199014898755,0.7564141242597688,9,2,1.0
7,13,0,3,26.0,23.65685424949238,15.300563079745778,0.6467708224593763,11,2,1.0
7,13,0,4,26.0,22.485281374238568,18.157744880432983,0.8075391443060325,10,2,1.0000000000000002
7,13,0,5,26.0,23.65685424949238,17.152982445082962,0.7250745286834164,11,2,1.0
7,13,0,6,26.0,24.82842712474619,20.32455532033676,0.8186001963885793,12,2,1.0
7,13,1,0,26.0,24.82842712474619,18.576491222541478,0.7481944437803921,12,2,1.0
7,13,1,1,26.0,23.65685424949238,16.93566482565891,0.7158882853590862,11,2,1.0
7,13,1,2,26.0,23.65685424949238,17.04862717754106,0.7206633222549818,11,2,1.0
7,13,1,3,26.0,22.485281374238568,17.326292933886137,0.7705615351443592,10,2,1.0000000000000002
7,13,1,4,26.0,22.485281374238568,18.065064996573284,0.8034173420338189,10,2,1.0000000000000002
7,13,1,5,26.0,22.485281374238568,19.76247427713062,0.8789071369937371,10,2,1.0000000000000002
7,13,1,6,26.0,22.485281374238568,16.29318111877702,0.7246153982953556,10,2,1.0000000000000002
7,13,2,0,26.0,24.82842712474619,20.576491222541478,0.8287472709873409,12,2,1.0
7,13,2,1,26.0,23.65685424949238,17.81255920004127,0.7529555287522426,11,2,1.0
7,13,2,2,26.0,20.14213562373095,18.401876261015055,0.9136010502945097,8,2,1.058165275874396
7,13,2,3,26.0,22.485281374238568,18.12899020449196,0.8062603221528898,10,2,1.0000000000000002
7,13,2,4,26.0,23.65685424949238,19.152982445082955,0.809616622864975,11,2,1.0
7,13,2,5,26.0,23.65685424949238,16.097834679044617,0.6804723277774787,11,2,1.0
7,13,2,6,26.0,23.65685424949238,16.98791841486988,0.7180970992892853,11,2,1.0
7,13,3,0,26.0,23.65685424949238,17.464101615137746,0.7382258617716464,11,2,1.0
7,13,3,1,26.0,23.65685424949238,15.207750943219352,0.6428475562656719,11,2,1.0
7,13,3,2,26.0,22.485281374238568,16.225707621483394,0.7216146131964005,10,2,1.0000000000000002
7,13,3,3,26.0,23.65685424949238,17.300563079745768,0.7313129166409349,11,2,1.0
7,13,3,4,26.0,24.82842712474619,17.23606797749979,0.6942070027593819,12,2,1.0
7,13,3,5,26.0,22.485281374238568,15.435739052795203,0.686481916587442,10,2,1.0000000000000002
7,13,3,6,26.0,26.0,16.0,0.6153846153846154,13,1,1.0
7,13,4,0,26.0,18.970562748477143,16.730807416196548,0.8819352192142855,7,2,1.0
7,13,4,1,26.0,23.65685424949238,16.064495102245985,0.679063028956637,11,2,1.0
7,13,4,2,26.0,20.14213562373095,19.245299891753632,0.9554746453538576,8,2,1.058165275874396
7,13,4,3,26.0,22.485281374238568,16.170087325458255,0.7191409818862377,10,2,1.0000000000000002
7,13,4,4,26.0,24.82842712474619,16.82842712474619,0.6777886911722049,12,2,1.0
7,13,4,5,26.0,23.65685424949238,18.814625057107378,0.7953139017843464,11,2,1.0
7,13,4,6,26.0,21.31370849898476,15.052721803891759,0.7062460202366363,9,2,1.0
7,13,5,0,26.0,23.65685424949238,17.708203932499373,0.7485443223238081,11,2,1.0
7,13,5,1,26.0,23.65685424949238,15.536921224440665,0.6567619287240631,11,2,1.0
7,13,5,2,26.0,22.485281374238568,17.81634553961605,0.7923559079864695,10,2,1.0000000000000002
7,13,5,3,26.0,22.485281374238568,17.46005436986946,0.7765103793574707,10,2,1.0000000000000002
7,13,5,4,26.0,23.65685424949238,16.828427124746185,0.7113552354538973,11,2,1.0
7,13,5,5,26.0,22.485281374238568,17.533061614139356,0.7797572697590087,10,2,1.0000000000000002
7,13,5,6,26.0,21.31370849898476,18.79621758561494,0.8818839568210415,9,2,1.0
8,13,0,0,26.0,23.65685424949238,19.56062329783656,0.8268480285478482,11,2,1.0
8,13,0,1,26.0,23.65685424949238,17.048627177541032,0.7206633222549805,11,2,1.0
8,13,0,2,26.0,24.82842712474619,16.576491222541474,0.6676416165734432,12,2,1.0
8,13,0,3,26.0,22.485281374238568,19.762474277130607,0.8789071369937365,10,2,1.0000000000000002
8,13,0,4,26.0,21.31370849898476,15.761514261663214,0.7395012586577313,9,2,1.0
8,13,0,5,26.0,22.485281374238568,14.66082283395472,0.6520186512209563,10,2,1.0000000000000002
8,13,0,6,26.0,24.82842712474619,16.576491222541478,0.6676416165734433,12,2,1.0
8,13,0,7,26.0,23.65685424949238,17.656854249492397,0.7463737174553237,11,2,1.0
8,13,1,0,26.0,22.485281374238568,18.112158708367048,0.8055117659820875,10,2,1.0
8,13,1,1,26.0,24.82842712474619,16.47213595499958,0.6634385606562246,12,2,1.0
8,13,1,2,26.0,22.485281374238568,16.862712437374938,0.749944470639117,10,2,1.0000000000000002
8,13,1,3,26.0,21.31370849898476,17.578504393378303,0.8247510936079295,9,2,1.0
8,13,1,4,26.0,24.82842712474619,16.47213595499958,0.6634385606562246,12,2,1.0
8,13,1,5,26.0,21.31370849898476,18.231621903703868,0.8553941658990175,9,2,1.0549680444071765
8,13,1,6,26.0,22.485281374238568,16.5140360501796,0.7344375983259772,10,2,1.0000000000000002
8,13,1,7,26.0,23.65685424949238,19.019576715038497,0.8039774229680859,11,2,1.0
8,13,2,0,26.0,22.485281374238568,15.684719420174568,0.6975549542441831,10,2,1.0000000000000002
8,13,2,1,26.0,23.65685424949238,18.064495102245992,0.7636051231381964,11,2,1.0
8,13,2,2,26.0,23.65685424949238,17.12724714657787,0.7239866706684123,11,2,1.049523612180134
8,13,2,3,26.0,24.82842712474619,16.82842712474619,0.6777886911722049,12,2,1.0
8,13,2,4,26.0,22.485281374238568,17.762474277130597,0.7899600623846806,10,2,1.0000000000000002
8,13,2,5,26.0,23.65685424949238,17.67068718880514,0.7469584502844164,11,2,1.0
8,13,2,6,26.0,22.485281374238568,16.191822621056097,0.7201076273658332,10,2,1.0000000000000002
8,13,2,7,26.0,23.65685424949238,15.283731583620888,0.6460593374940728,11,2,1.0
8,13,3,0,26.0,24.82842712474619,18.57649122254148,0.7481944437803922,12,2,1.0
8,13,3,1,26.0,20.14213562373095,17.23629158470332,0.8557330715416274,8,2,1.058165275874396
8,13,3,2,26.0,22.485281374238568,17.335253527911966,0.7709600444570376,10,2,1.0000000000000002
8,13,3,3,26.0,24.82842712474619,20.246211251235323,0.8154447782580706,12,2,1.0
8,13,3,4,26.0,21.31370849898476,17.36505818199175,0.8147365899659791,9,2,1.0
8,13,3,5,26.0,21.31370849898476,17.05846272132588,0.8003516948793041,9,2,1.0
8,13,3,6,26.0,21.31370849898476,17.271348315606325,0.8103398953977913,9,2,1.0
8,13,3,7,26.0,21.31370849898476,18.53881717213802,0.8698072028629408,9,2,1.0
8,13,4,0,26.0,21.31370849898476,18.12701169750393,0.8504860474359673,9,2,1.0549680444071765
8,13,4,1,26.0,23.65685424949238,17.207750943219338,0.7273896504472304,11,2,1.0
8,13,4,2,26.0,22.485281374238568,17.556200468955776,0.7807863364818708,10,2,1.0000000000000002
8,13,4,3,26.0,22.485281374238568,17.830214046865315,0.7929726895609778,10,2,1.052103989972573
8,13,4,4,26.0,22.485281374238568,15.73794409215354,0.6999220436789613,10,2,1.0000000000000002
8,13,4,5,26.0,23.65685424949238,16.85784587953972,0.712598797023127,11,2,1.0
8,13,4,6,26.0,22.485281374238568,16.9216769029332,0.7525668289977638,10,2,1.0000000000000002
8,13,4,7,26.0,23.65685424949238,15.841619252963783,0.6696418334362315,11,2,1.0
8,13,5,0,26.0,22.485281374238568,17.713139355202173,0.787765963893881,10,2,1.052103989972573
8,13,5,1,26.0,22.485281374238568,19.311342638521204,0.8588437172347885,10,2,1.0000000000000002
8,13,5,2,26.0,21.31370849898476,18.127281750992463,0.8504987178489338,9,2,1.0
8,13,5,3,26.0,22.485281374238568,15.385019918505598,0.68422625727656,10,2,1.0000000000000002
8,13,5,4,26.0,18.970562748477143,17.702220991138788,0.933141584983283,7,2,1.0617574128288765
8,13,5,5,26.0,21.31370849898476,18.543819271295483,0.870041892154938,9,2,1.0
8,13,5,6,26.0,23.65685424949238,16.69483843602331,0.7057083017020973,11,2,1.0
8,13,5,7,26.0,24.82842712474619,19.23606797749979,0.7747598299663306,12,2,1.0
9,13,0,0,26.0,24.82842712474619,15.123105625617661,0.6091044571464073,12,2,1.0
9,13,0,1,26.0,24.82842712474619,18.35917360311745,0.7394416694571476,12,2,1.0
9,13,0,2,26.0,18.970562748477143,17.481593475188497,0.9215115917735138,7,2,1.0617574128288765
9,13,0,3,26.0,26.0,18.0,0.6923076923076923,13,1,1.0
9,13,0,4,26.0,23.65685424949238,17.812559200041264,0.7529555287522423,11,2,1.0
9,13,0,5,26.0,24.82842712474619,19.23606797749979,0.7747598299663306,12,2,1.0
9,13,0,6,26.0,22.485281374238568,18.389050422582727,0.8178261199635731,10,2,1.0000000000000002
9,13,0,7,26.0,22.485281374238568,19.363954975691907,0.8611835739746281,10,2,1.0000000000000002
9,13,0,8,26.0,24.82842712474619,17.23606797749979,0.6942070027593819,12,2,1.0
9,13,1,0,26.0,23.65685424949238,17.30056307974576,0.7313129166409347,11,2,1.0
9,13,1,1,26.0,24.82842712474619,18.576491222541478,0.7481944437803921,12,2,1.0
9,13,1,2,26.0,23.65685424949238,16.944271909999156,0.7162521158265469,11,2,1.0
9,13,1,3,26.0,20.14213562373095,17.515822972298718,0.8696110134251117,8,2,1.058165275874396
9,13,1,4,26.0,23.65685424949238,17.56062329783655,0.7423059343662888,11,2,1.0
9,13,1,5,26.0,22.485281374238568,17.830214046865315,0.7929726895609778,10,2,1.0000000000000002
9,13,1,6,26.0,23.65685424949238,17.13936333612257,0.7244988346872172,11,2,1.0
9,13,1,7,26.0,23.65685424949238,17.388316036725794,0.7350223260177927,11,2,1.0
9,13,1,8,26.0,23.65685424949238,16.944271909999163,0.7162521158265472,11,2,1.0
9,13,2,0,26.0,18.970562748477143,17.581503818327363,0.9267781905804937,7,2,1.0
9,13,2,1,26.0,22.485281374238568,16.230035596579675,0.7218070935582981,10,2,1.0000000000000002
9,13,2,2,26.0,23.65685424949238,18.472135954999576,0.7808365288210686,11,2,1.0
9,13,2,3,26.0,21.31370849898476,18.03783278944632,0.8463019370986292,9,2,1.0
9,13,2,4,26.0,21.31370849898476,16.713080525034893,0.7841469974983937,9,2,1.0
9,13,2,5,26.0,23.65685424949238,14.064495102245981,0.5945209347750778,11,2,1.0
9,13,2,6,26.0,21.31370849898476,17.348226685866862,0.81394688712634,9,2,1.0549680444071765
9,13,2,7,26.0,22.485281374238568,17.877054302287256,0.795055841407839,10,2,1.0000000000000002
9,13,2,8,26.0,22.485281374238568,17.68058348688755,0.7863180892699092,10,2,1.0000000000000002
9,13,3,0,26.0,23.65685424949238,17.656854249492383,0.746373717455323,11,2,1.0
9,13,3,1,26.0,22.485281374238568,17.575755954630793,0.7816560381035468,10,2,1.0000000000000002
9,13,3,2,26.0,20.14213562373095,17.278740914566814,0.8578405605714143,8,2,1.058165275874396
9,13,3,3,26.0,23.65685424949238,14.472135954999587,0.611752340457951,11,2,1.0
9,13,3,4,26.0,23.65685424949238,17.951532750363874,0.7588300862423022,11,2,1.0
9,13,3,5,26.0,22.485281374238568,16.339429529603784,0.7266722287195347,10,2,1.0000000000000002
9,13,3,6,26.0,22.485281374238568,16.2166294061613,0.7212108728486148,10,2,1.0000000000000002
9,13,3,7,26.0,22.485281374238568,17.787420429351876,0.7910695060160982,10,2,1.0
9,13,3,8,26.0,23.65685424949238,17.127247146577865,0.7239866706684122,11,2,1.0
9,13,4,0,26.0,22.485281374238568,17.787593773469453,0.7910772152421777,10,2,1.0000000000000002
9,13,4,1,26.0,23.65685424949238,17.595241580617245,0.7437692854279134,11,2,1.0
9,13,4,2,26.0,24.82842712474619,16.82842712474619,0.6777886911722049,12,2,1.0
9,13,4,3,26.0,21.31370849898476,18.365148158015984,0.8616589721535685,9,2,1.0
9,13,4,4,26.0,22.485281374238568,17.107630460302154,0.7608368414683216,10,2,1.0000000000000002
9,13,4,5,26.0,22.485281374238568,17.78759377346945,0.7910772152421776,10,2,1.052103989972573
9,13,4,6,26.0,22.485281374238568,18.08605825680709,0.8043509865759706,10,2,1.0000000000000002
9,13,4,7,26.0,23.65685424949238,14.81462505710739,0.6262297134212288,11,2,1.0
9,13,4,8,26.0,23.65685424949238,15.404918347287675,0.6511820288878107,11,2,1.0
