P,k,seed,l,Omega_L1,Omega_AC,Omega_true,chi_AC,n_groups,max_group_size,restart_gain
8,17,3,7,34.0,29.31370849898476,18.420289462302698,0.6283848208063015,13,2,1.0
8,17,4,0,34.0,31.65685424949238,19.28373158362088,0.6091486990982402,15,2,1.0
8,17,4,1,34.0,30.485281374238568,20.85231692849201,0.6840126116110955,14,2,1.0000000000000002
8,17,4,2,34.0,30.485281374238568,20.39176445569527,0.6689052400522446,14,2,1.0000000000000002
8,17,4,3,34.0,31.65685424949238,23.152982445082948,0.7313734416758799,15,2,1.0
8,17,4,4,34.0,29.31370849898476,18.89731721635889,0.6446580178353541,13,2,1.0399667232583139
8,17,4,5,34.0,29.31370849898476,21.937876864653582,0.7483828552574087,13,2,1.0
8,17,4,6,34.0,28.14213562373095,19.141471287294475,0.68017124013692,12,2,1.0
8,17,4,7,34.0,30.485281374238568,19.866217388535908,0.6516658693307569,14,2,1.0000000000000002
8,17,5,0,34.0,30.485281374238568,18.674325901586077,0.6125685924410302,14,2,1.0000000000000002
8,17,5,1,34.0,30.485281374238568,20.482483159448165,0.6718810598466965,14,2,1.0000000000000002
8,17,5,2,34.0,28.14213562373095,20.967713160142274,0.7450647470571202,12,2,1.0
8,17,5,3,34.0,30.485281374238568,21.491712670038048,0.7049865279642624,14,2,1.0000000000000002
8,17,5,4,34.0,25.798989873223334,21.60606876781747,0.8374773149642699,10,2,1.0454115793296923
8,17,5,5,34.0,26.970562748477143,20.325850211207353,0.7536309271987669,11,2,1.0
8,17,5,6,34.0,31.65685424949238,19.616248950992265,0.6196525023109904,15,2,1.0
8,17,5,7,34.0,30.485281374238568,22.216629406161303,0.7287657651385614,14,2,1.0000000000000002
9,17,0,0,34.0,28.14213562373095,19.226480660544148,0.6831919552093748,12,2,1.0
9,17,0,1,34.0,29.31370849898476,21.23525104322536,0.7244136661849119,13,2,1.0
9,17,0,2,34.0,30.485281374238568,23.835531451309464,0.7818701477182873,14,2,1.0000000000000002
9,17,0,3,34.0,30.485281374238568,21.599383101577416,0.7085184104559344,14,2,1.0000000000000002
9,17,0,4,34.0,29.31370849898476,21.575142154303137,0.7360086205077179,13,2,1.0
9,17,0,5,34.0,29.31370849898476,20.03013123439284,0.6833025318201058,13,2,1.0
9,17,0,6,34.0,31.65685424949238,21.152982445082976,0.6681959704010125,15,2,1.0
9,17,0,7,34.0,30.485281374238568,20.15342542693857,0.661087072792089,14,2,1.0000000000000002
9,17,0,8,34.0,29.31370849898476,20.532341027826703,0.7004347821954295,13,2,1.0
9,17,1,0,34.0,26.970562748477143,19.54170220254784,0.724556709653796,11,2,1.0
9,17,1,1,34.0,30.485281374238568,19.683422270834832,0.6456696931611138,14,2,1.0000000000000002
9,17,1,2,34.0,32.82842712474619,20.32455532033676,0.6191145022910962,16,2,1.0
9,17,1,3,34.0,32.82842712474619,24.576491222541478,0.7486344420082077,16,2,1.0
9,17,1,4,34.0,31.65685424949238,21.38831603672579,0.6756298610140252,15,2,1.0
9,17,1,5,34.0,30.485281374238568,22.137114520378038,0.7261574609931235,14,2,1.0000000000000002
9,17,1,6,34.0,31.65685424949238,22.935664825658918,0.7245086528465378,15,2,1.0
9,17,1,7,34.0,30.485281374238568,19.144751324084723,0.6279998235562588,14,2,1.0000000000000002
9,17,1,8,34.0,30.485281374238568,18.772989201940476,0.6158050165744737,14,2,1.0000000000000002
9,17,2,0,34.0,29.31370849898476,19.449431475915723,0.6634926958009877,13,2,1.0
9,17,2,1,34.0,29.31370849898476,20.873209653297046,0.7120630831823944,13,2,1.0
9,17,2,2,34.0,28.14213562373095,20.825878517697557,0.7400248082144862,12,2,1.0
9,17,2,3,34.0,30.485281374238568,18.170115129884206,0.5960291101409603,14,2,1.0000000000000002
9,17,2,4,34.0,26.970562748477143,18.796956866573286,0.6969434431854645,11,2,1.0
9,17,2,5,34.0,29.31370849898476,20.947435477785938,0.7145952030774756,13,2,1.0
9,17,2,6,34.0,29.31370849898476,20.02054890861352,0.6829756429251149,13,2,1.0
9,17,2,7,34.0,32.82842712474619,20.32455532033676,0.6191145022910962,16,2,1.0
9,17,2,8,34.0,30.485281374238568,21.10524705514797,0.6923094064987982,14,2,1.0000000000000002
9,17,3,0,34.0,30.485281374238568,20.989920291417995,0.688526375523482,14,2,1.0000000000000002
9,17,3,1,34.0,31.65685424949238,21.019576715038486,0.6639818520621181,15,2,1.0
9,17,3,2,34.0,31.65685424949238,22.774551162788562,0.7194192759425474,15,2,1.0
9,17,3,3,34.0,31.65685424949238,19.49747156015802,0.6159004747122232,15,2,1.0
9,17,3,4,34.0,29.31370849898476,20.46621237841336,0.6981788871620314,13,2,1.0
9,17,3,5,34.0,29.31370849898476,17.393858591446033,0.593369433009421,13,2,1.0
9,17,3,6,34.0,32.82842712474619,20.82842712474619,0.6344631451759577,16,2,1.0
9,17,3,7,34.0,29.31370849898476,22.668053381544716,0.7732919013754194,13,2,1.0
9,17,3,8,34.0,29.31370849898476,20.453545524828705,0.697746773511686,13,2,1.0000000000000002
9,17,4,0,34.0,30.485281374238568,19.87381692250912,0.6519151546786571,14,2,1.0000000000000002
9,17,4,1,34.0,30.485281374238568,23.321756305207714,0.7650169279695626,14,2,1.0000000000000002
9,17,4,2,34.0,29.31370849898476,18.763270473684777,0.6400851831604526,13,2,1.0
9,17,4,3,34.0,29.31370849898476,18.35849859157313,0.6262769035930391,13,2,1.0
9,17,4,4,34.0,29.31370849898476,21.642864582831066,0.7383188852949342,13,2,1.0
9,17,4,5,34.0,26.970562748477143,21.14479712150986,0.7839953996771452,11,2,1.043438948092396
9,17,4,6,34.0,29.31370849898476,19.563980155935447,0.6674003787890918,13,2,1.0
9,17,4,7,34.0,29.31370849898476,19.691937481877282,0.6717654807326506,13,2,1.0
9,17,4,8,34.0,30.485281374238568,19.05682715047334,0.6251156719379082,14,2,1.0000000000000002
9,17,5,0,34.0,29.31370849898476,20.714905383055317,0.7066627337094776,13,2,1.0
9,17,5,1,34.0,31.65685424949238,20.850191748034312,0.6586311951184678,15,2,1.0
9,17,5,2,34.0,34.0,20.0,0.5882352941176471,17,1,1.0
9,17,5,3,34.0,30.485281374238568,19.877054302287274,0.6520213495252262,14,2,1.0000000000000002
9,17,5,4,34.0,30.485281374238568,20.23914700140297,0.6638989731781173,14,2,1.0000000000000002
9,17,5,5,34.0,30.485281374238568,19.56440963741138,0.6417657556523059,14,2,1.0000000000000002
9,17,5,6,34.0,30.485281374238568,20.19224054919858,0.6623603141895856,14,2,1.0000000000000002
9,17,5,7,34.0,29.31370849898476,20.694644513282086,0.7059715598249473,13,2,1.0
9,17,5,8,34.0,30.485281374238568,21.206092708712532,0.6956174177428663,14,2,1.0000000000000002
10,17,0,0,34.0,32.82842712474619,19.12310562561766,0.5825166570713525,16,2,1.0
10,17,0,1,34.0,31.65685424949238,20.82842712474619,0.657943678187171,15,2,1.0
10,17,0,2,34.0,30.485281374238568,19.286761012106986,0.6326581268954652,14,2,1.0000000000000002
10,17,0,3,34.0,29.31370849898476,19.985787532583593,0.6817898026541328,13,2,1.0
10,17,0,4,34.0,29.31370849898476,21.499162021900005,0.7334166546223451,13,2,1.0
10,17,0,5,34.0,32.82842712474619,18.576491222541478,0.5658660145961867,16,2,1.0
10,17,0,6,34.0,30.485281374238568,18.64588938718316,0.6116357975603195,14,2,1.0000000000000002
10,17,0,7,34.0,30.485281374238568,20.624384014225598,0.6765357931599781,14,2,1.0000000000000002
10,17,0,8,34.0,28.14213562373095,19.649854550892414,0.6982360832033873,12,2,1.0
10,17,0,9,34.0,28.14213562373095,20.645640359742316,0.7336202424642148,12,2,1.0
10,17,1,0,34.0,31.65685424949238,19.139363336122567,0.6045882886935763,15,2,1.0
10,17,1,1,34.0,29.31370849898476,22.25972972846904,0.7593624576446878,13,2,1.0
10,17,1,2,34.0,28.14213562373095,22.906660528125617,0.8139631204395695,12,2,1.0
10,17,1,3,34.0,30.485281374238568,19.0660451504315,0.6254180473644295,14,2,1.0000000000000002
10,17,1,4,34.0,29.31370849898476,19.767814149924966,0.6743539170627147,13,2,1.0
10,17,1,5,34.0,30.485281374238568,21.45180246691462,0.7036773649411797,14,2,1.0000000000000002
10,17,1,6,34.0,28.14213562373095,18.469224332714425,0.6562836800893032,12,2,1.0
10,17,1,7,34.0,29.31370849898476,18.804311897651548,0.6414852593046291,13,2,1.0
10,17,1,8,34.0,30.485281374238568,20.42992799277273,0.6701571076866273,14,2,1.0000000000000002
10,17,1,9,34.0,28.14213562373095,21.80658191927818,0.7748730306341679,12,2,1.0
10,17,2,0,34.0,28.14213562373095,20.3087080614186,0.7216477218698787,12,2,1.0
10,17,2,1,34.0,28.14213562373095,19.19087091063109,0.681926601705676,12,2,1.0
10,17,2,2,34.0,30.485281374238568,19.322749483232652,0.6338386464610835,14,2,1.0000000000000002
10,17,2,3,34.0,29.31370849898476,17.64951724730738,0.6020909039168022,13,2,1.039966723258314
10,17,2,4,34.0,31.65685424949238,21.404918347287662,0.6761543070133348,15,2,1.0
10,17,2,5,34.0,29.31370849898476,20.747622876810183,0.7077788495279862,13,2,1.0
10,17,2,6,34.0,30.485281374238568,19.762474277130593,0.6482628136025922,14,2,1.0000000000000002
10,17,2,7,34.0,31.65685424949238,19.152982445082966,0.6050184991261438,15,2,1.0
10,17,2,8,34.0,31.65685424949238,21.070003361681426,0.6655747660720043,15,2,1.0
10,17,2,9,34.0,29.31370849898476,19.763755479162167,0.6742154606554356,13,2,1.0
10,17,3,0,34.0,30.485281374238568,21.518122724564037,0.7058528494589463,14,2,1.0000000000000002
10,17,3,1,34.0,30.485281374238568,20.439898098714057,0.6704841542314479,14,2,1.0000000000000002
10,17,3,2,34.0,30.485281374238568,21.311970372893956,0.6990904925976353,14,2,1.0000000000000002
10,17,3,3,34.0,29.31370849898476,20.86638538409506,0.7118302818907317,13,2,1.0
10,17,3,4,34.0,30.485281374238568,19.787420429351897,0.649081115127025,14,2,1.0000000000000002
10,17,3,5,34.0,29.31370849898476,21.84862663477025,0.7453381968210179,13,2,1.0
10,17,3,6,34.0,30.485281374238568,18.70016959263754,0.61341633567601,14,2,1.0000000000000002
10,17,3,7,34.0,30.485281374238568,20.688382678766363,0.6786351231203979,14,2,1.0000000000000002
10,17,3,8,34.0,31.65685424949238,22.839206683521603,0.721461662094484,15,2,1.0
10,17,3,9,34.0,26.970562748477143,19.818651641192403,0.7348252917826654,11,2,1.0
10,17,4,0,34.0,31.65685424949238,19.54061465347499,0.6172633104815942,15,2,1.0
10,17,4,1,34.0,29.31370849898476,20.63381389293845,0.7038964003361455,13,2,1.0000000000000002
10,17,4,2,34.0,30.485281374238568,19.703319136884325,0.6463223643897384,14,2,1.0000000000000002
10,17,4,3,34.0,30.485281374238568,20.77668263097479,0.6815316012970122,14,2,1.0000000000000002
10,17,4,4,34.0,30.485281374238568,16.027960834174365,0.5257606330548326,14,2,1.0000000000000002
10,17,4,5,34.0,30.485281374238568,21.31107986171843,0.6990612814132412,14,2,1.0000000000000002
10,17,4,6,34.0,28.14213562373095,20.020552905615958,0.7114084436695542,12,2,1.0
10,17,4,7,34.0,29.31370849898476,19.85386599819095,0.6772894667653041,13,2,1.0
10,17,4,8,34.0,29.31370849898476,17.224040484411372,0.587576303592154,13,2,1.0
10,17,4,9,34.0,31.65685424949238,21.048627177541032,0.6648995194422563,15,2,1.0
10,17,5,0,34.0,29.31370849898476,20.164936864802726,0.687901254987956,13,2,1.0
10,17,5,1,34.0,30.485281374238568,20.640986324787445,0.6770803940235239,14,2,1.0000000000000002
10,17,5,2,34.0,31.65685424949238,19.30056307974577,0.6096803847797119,15,2,1.0
10,17,5,3,34.0,29.31370849898476,20.124700175073162,0.6865286313319979,13,2,1.0
10,17,5,4,34.0,29.31370849898476,21.52722817839719,0.7343740959675149,13,2,1.0
10,17,5,5,34.0,28.14213562373095,22.520760346538978,0.8002505796876436,12,2,1.0
10,17,5,6,34.0,30.485281374238568,19.916483578491757,0.6533147368395976,14,2,1.0000000000000002
10,17,5,7,34.0,30.485281374238568,23.092828289663654,0.7575074674947279,14,2,1.0000000000000002
10,17,5,8,34.0,28.14213562373095,20.87586818138703,0.7418011362216371,12,2,1.0
10,17,5,9,34.0,26.970562748477143,20.107931097534397,0.7455510396671188,11,2,1.0
1,18,0,0,36.0,32.48528137423857,21.191193013866823,0.6523321368141768,15,2,1.0
1,18,1,0,36.0,34.82842712474619,18.47213595499958,0.5303752560756558,17,2,1.0
1,18,2,0,36.0,33.65685424949238,17.861659503455854,0.530699018127199,16,2,1.0
1,18,3,0,36.0,36.0,22.0,0.6111111111111112,18,1,1.0
1,18,4,0,36.0,32.48528137423857,22.333872115271575,0.6875074239924162,15,2,1.0
1,18,5,0,36.0,31.31370849898476,23.819898403126594,0.7606859597578125,14,2,1.0
2,18,0,0,36.0,31.31370849898476,19.866874805816714,0.6344465653584541,14,2,1.0
2,18,0,1,36.0,33.65685424949238,22.745265082666243,0.6757989001009888,16,2,1.0
2,18,1,0,36.0,31.31370849898476,20.56826811998905,0.6568454873575867,14,2,1.0
2,18,1,1,36.0,32.48528137423857,22.293181118777028,0.6862548260534981,15,2,1.0
2,18,2,0,36.0,32.48528137423857,21.962312309139243,0.6760696346178415,15,2,1.0
2,18,2,1,36.0,32.48528137423857,20.344021128222373,0.626253499049436,15,2,1.0
2,18,3,0,36.0,33.65685424949238,22.958620771926988,0.6821380453960059,16,2,1.0
2,18,3,1,36.0,32.48528137423857,23.42958022397532,0.7212367950291302,15,2,1.0
2,18,4,0,36.0,32.48528137423857,20.09698614624535,0.6186489787397265,15,2,1.0
2,18,4,1,36.0,30.14213562373095,22.00909396354926,0.7301769933720778,13,2,1.0
2,18,5,0,36.0,31.31370849898476,19.01225549180895,0.6071543871089353,14,2,1.0
2,18,5,1,36.0,31.31370849898476,21.48146048131017,0.6860081897360267,14,2,1.0
3,18,0,0,36.0,32.48528137423857,20.205254366331253,0.6219818179673948,15,2,1.0
3,18,0,1,36.0,31.31370849898476,20.160175602159086,0.6438130955588576,14,2,1.0
3,18,0,2,36.0,30.14213562373095,19.04744664306006,0.6319209388754782,13,2,1.0
3,18,1,0,36.0,30.14213562373095,19.77727855336017,0.6561339514971025,13,2,1.0
3,18,1,1,36.0,30.14213562373095,19.85839543273874,0.6588250972205232,13,2,1.0
3,18,1,2,36.0,32.48528137423857,23.11790118103076,0.7116423254798613,15,2,1.0
3,18,2,0,36.0,31.31370849898476,20.30154989352382,0.648327868741003,14,2,1.0
3,18,2,1,36.0,32.48528137423857,21.405955156957553,0.6589431967775066,15,2,1.0
3,18,2,2,36.0,31.31370849898476,22.109820107862696,0.706074788573175,14,2,1.0
3,18,3,0,36.0,31.31370849898476,20.759632006183367,0.662956673012921,14,2,1.0
3,18,3,1,36.0,32.48528137423857,19.967790460868745,0.6146719257510749,15,2,1.0
3,18,3,2,36.0,32.48528137423857,20.035953708501907,0.6167702067186277,15,2,1.0
3,18,4,0,36.0,32.48528137423857,20.112158708367076,0.6191160383273266,15,2,1.0
3,18,4,1,36.0,32.48528137423857,19.393858591446026,0.5970044823692282,15,2,1.0
3,18,4,2,36.0,28.970562748477143,20.646360781892913,0.7126668874590019,12,2,1.0
3,18,5,0,36.0,28.970562748477143,20.23739398076208,0.6985502544932742,12,2,1.0
3,18,5,1,36.0,30.14213562373095,21.429531054853108,0.7109493276243374,13,2,1.0
3,18,5,2,36.0,28.970562748477143,22.123022315774087,0.7636379903230219,12,2,1.0404401145198807
4,18,0,0,36.0,32.48528137423857,20.142313526890817,0.620044299288848,15,2,1.0
4,18,0,1,36.0,31.31370849898476,20.613216556506494,0.6582809109682684,14,2,1.0
4,18,0,2,36.0,31.31370849898476,19.888642132881532,0.6351417026675826,14,2,1.0
4,18,0,3,36.0,31.31370849898476,21.703749723422106,0.693106973392365,14,2,1.0
4,18,1,0,36.0,32.48528137423857,21.877054302287238,0.6734451227390675,15,2,1.0
4,18,1,1,36.0,30.14213562373095,20.514930067881046,0.6806063884779819,13,2,1.0
4,18,1,2,36.0,32.48528137423857,21.53821857373236,0.6630146842690601,15,2,1.0
4,18,1,3,36.0,32.48528137423857,19.686803390857044,0.6060222524798276,15,2,1.0
4,18,2,0,36.0,31.31370849898476,18.771110587726582,0.599453449863186,14,2,1.0
4,18,2,1,36.0,30.14213562373095,20.169515061828648,0.6691468485713121,13,2,1.0
4,18,2,2,36.0,31.31370849898476,20.37439757042244,0.6506542516700955,14,2,1.0
4,18,2,3,36.0,30.14213562373095,23.156927259194628,0.7682576824769889,13,2,1.0
4,18,3,0,36.0,31.31370849898476,20.874489271415662,0.6666246277438664,14,2,1.0
4,18,3,1,36.0,32.48528137423857,21.221693101423618,0.6532710262516862,15,2,1.0
4,18,3,2,36.0,31.31370849898476,21.217477547328933,0.6775779223983271,14,2,1.0
4,18,3,3,36.0,31.31370849898476,23.25367265778935,0.7426035999071549,14,2,1.0
4,18,4,0,36.0,30.14213562373095,19.72634788295808,0.654444267957825,13,2,1.0
4,18,4,1,36.0,31.31370849898476,20.866680101032166,0.6663752427058807,14,2,1.0
4,18,4,2,36.0,31.31370849898476,21.91632363411825,0.6998954989578705,14,2,1.0
4,18,4,3,36.0,30.14213562373095,21.24286389995696,0.7047564301725329,13,2,1.0
4,18,5,0,36.0,32.48528137423857,17.684719420174574,0.5443917574991018,15,2,1.0
4,18,5,1,36.0,33.65685424949238,19.13274396514469,0.5684650093356022,16,2,1.0
4,18,5,2,36.0,32.48528137423857,18.49499105518526,0.5693344885062972,15,2,1.0
4,18,5,3,36.0,31.31370849898476,20.591952678506786,0.6576018512522849,14,2,1.0
5,18,0,0,36.0,32.48528137423857,20.02437948043341,0.6164139152666572,15,2,1.0
5,18,0,1,36.0,32.48528137423857,18.59387413385045,0.5723784233125263,15,2,1.0
5,18,0,2,36.0,32.48528137423857,21.37107895550559,0.657869596673811,15,2,1.0
5,18,0,3,36.0,31.31370849898476,20.177731023726494,0.6443737261072315,14,2,1.0
5,18,0,4,36.0,31.31370849898476,20.487003100205467,0.6542502974653956,14,2,1.0
5,18,1,0,36.0,31.31370849898476,23.218705156650586,0.741486916422032,14,2,1.0
5,18,1,1,36.0,33.65685424949238,21.304460632375672,0.632990251389789,16,2,1.0
5,18,1,2,36.0,32.48528137423857,22.25564469253827,0.6850993357929603,15,2,1.0
5,18,1,3,36.0,31.31370849898476,21.236686419727242,0.6781913557257445,14,2,1.0
5,18,1,4,36.0,32.48528137423857,21.32629293388613,0.656490940872634,15,2,1.0
5,18,2,0,36.0,31.31370849898476,18.984502301580655,0.606268091886854,14,2,1.0
5,18,2,1,36.0,32.48528137423857,21.186749684515583,0.6521953570430536,15,2,1.0
5,18,2,2,36.0,33.65685424949238,19.53692122444066,0.5804737745131163,16,2,1.0
5,18,2,3,36.0,30.14213562373095,21.97414946243699,0.7290176693763102,13,2,1.0
5,18,2,4,36.0,33.65685424949238,22.95862077192701,0.6821380453960065,16,2,1.0
5,18,3,0,36.0,33.65685424949238,20.796691275336322,0.6179035961345074,16,2,1.0
5,18,3,1,36.0,31.31370849898476,21.24519901865973,0.6784632046807402,14,2,1.0
5,18,3,2,36.0,32.48528137423857,20.157744880433,0.6205193252972242,15,2,1.0
5,18,3,3,36.0,32.48528137423857,21.210497687606132,0.6529263959039139,15,2,1.0
5,18,3,4,36.0,33.65685424949238,20.790052866820538,0.6177063581969814,16,2,1.0
5,18,4,0,36.0,31.31370849898476,21.801139655422258,0.6962171106666937,14,2,1.0
5,18,4,1,36.0,30.14213562373095,20.560230873175154,0.6821092947703431,13,2,1.0
5,18,4,2,36.0,30.14213562373095,21.780887559002252,0.7226059835605718,13,2,1.0
5,18,4,3,36.0,31.31370849898476,22.78419358421553,0.7276108348825636,14,2,1.0
5,18,4,4,36.0,33.65685424949238,23.54061465347499,0.6994300322594775,16,2,1.0
5,18,5,0,36.0,30.14213562373095,21.251522044489636,0.7050436740706016,13,2,1.0
5,18,5,1,36.0,28.970562748477143,23.444522146184127,0.8092532530254872,12,2,1.0
5,18,5,2,36.0,30.14213562373095,19.620238146654042,0.6509239554747076,13,2,1.0
5,18,5,3,36.0,31.31370849898476,23.103152319540676,0.737796748676054,14,2,1.0000000000000002
5,18,5,4,36.0,32.48528137423857,20.16617457330053,0.6207788179816316,15,2,1.0
6,18,0,0,36.0,28.970562748477143,20.035291572832826,0.6915741246305612,12,2,1.0
6,18,0,1,36.0,31.31370849898476,20.112279820217704,0.6422835487808727,14,2,1.0
6,18,0,2,36.0,32.48528137423857,19.109554012426333,0.5882526856479859,15,2,1.0
6,18,0,3,36.0,31.31370849898476,22.404025039166793,0.7154701922288498,14,2,1.0
6,18,0,4,36.0,30.14213562373095,21.08667654918724,0.6995747352614811,13,2,1.0
6,18,0,5,36.0,30.14213562373095,21.037526440468703,0.6979441239029468,13,2,1.0
6,18,1,0,36.0,28.970562748477143,21.510128352444724,0.7424822409973869,12,2,1.0
6,18,1,1,36.0,32.48528137423857,21.280873888799658,0.6550927986012701,15,2,1.0
6,18,1,2,36.0,31.31370849898476,21.99203885902034,0.7023134567320047,14,2,1.0
6,18,1,3,36.0,31.31370849898476,23.599673537632455,0.7536531017524671,14,2,1.0
6,18,1,4,36.0,32.48528137423857,23.258602472721215,0.7159735575252156,15,2,1.0
6,18,1,5,36.0,32.48528137423857,24.130935836992542,0.7428267454111949,15,2,1.0
6,18,2,0,36.0,34.82842712474619,19.23606797749979,0.5523094083060741,17,2,1.0
6,18,2,1,36.0,31.31370849898476,20.926755448320126,0.6682937426270863,14,2,1.0
6,18,2,2,36.0,28.970562748477143,21.204549843060164,0.7319343440843169,12,2,1.0
6,18,2,3,36.0,28.970562748477143,21.353543020782652,0.737077260327127,12,2,1.0
6,18,2,4,36.0,32.48528137423857,21.259430140427426,0.6544326920094511,15,2,1.0
6,18,2,5,36.0,33.65685424949238,22.831309558117045,0.678355421718041,16,2,1.0
6,18,3,0,36.0,31.31370849898476,20.824559993421957,0.6650301414825115,14,2,1.0
6,18,3,1,36.0,32.48528137423857,19.93623757013731,0.6137006276924883,15,2,1.0
6,18,3,2,36.0,32.48528137423857,23.237409499074573,0.7153211705748768,15,2,1.0
6,18,3,3,36.0,31.31370849898476,21.51215604820039,0.686988449448517,14,2,1.0
6,18,3,4,36.0,32.48528137423857,22.195061282105478,0.6832343862567425,15,2,1.0
6,18,3,5,36.0,31.31370849898476,21.952162634060656,0.7010400136659757,14,2,1.0
6,18,4,0,36.0,30.14213562373095,20.00084710539935,0.6635510952200963,13,2,1.0
6,18,4,1,36.0,30.14213562373095,19.940993185712138,0.6615653726278294,13,2,1.0
6,18,4,2,36.0,33.65685424949238,21.283731583620884,0.6323743575631965,16,2,1.0
6,18,4,3,36.0,31.31370849898476,20.10408026967272,0.6420216969933321,14,2,1.0
6,18,4,4,36.0,32.48528137423857,22.135681655011787,0.6814064929899544,15,2,1.0
6,18,4,5,36.0,30.14213562373095,18.205218794457267,0.603979061792963,13,2,1.0388682769488777
6,18,5,0,36.0,30.14213562373095,19.753668905718037,0.655350674295485,13,2,1.0
6,18,5,1,36.0,33.65685424949238,21.13387164809194,0.6279217746088283,16,2,1.0
6,18,5,2,36.0,32.48528137423857,21.155864878453794,0.6512446247496809,15,2,1.0
6,18,5,3,36.0,30.14213562373095,20.644157454352026,0.6848936555808889,13,2,1.0
6,18,5,4,36.0,30.14213562373095,22.263852520022624,0.7386289013474632,13,2,1.0388682769488777
6,18,5,5,36.0,33.65685424949238,19.019576715038497,0.565102625873758,16,2,1.0
7,18,0,0,36.0,31.31370849898476,22.161913788538318,0.7077383948074002,14,2,1.0
7,18,0,1,36.0,28.970562748477143,19.441131857558503,0.6710650402736978,12,2,1.0
7,18,0,2,36.0,31.31370849898476,18.81750706221827,0.6009351164148559,14,2,1.0
7,18,0,3,36.0,31.31370849898476,21.9274182207527,0.7002498034195989,14,2,1.0
7,18,0,4,36.0,33.65685424949238,21.46636202629051,0.6378006057002273,16,2,1.0
7,18,0,5,36.0,31.31370849898476,21.149335899782784,0.6754018260235283,14,2,1.0
7,18,0,6,36.0,31.31370849898476,19.256354866410103,0.6149496750611453,14,2,1.0
7,18,1,0,36.0,31.31370849898476,21.576169508797946,0.6890327126056461,14,2,1.0
7,18,1,1,36.0,33.65685424949238,21.49747156015802,0.6387249206595784,16,2,1.0
7,18,1,2,36.0,31.31370849898476,20.54274398321715,0.6560303767240849,14,2,1.0
7,18,1,3,36.0,30.14213562373095,19.449338434024074,0.6452541610459606,13,2,1.0388682769488777
7,18,1,4,36.0,30.14213562373095,23.98091982698105,0.7955945831555755,13,2,1.0388682769488777
7,18,1,5,36.0,28.970562748477143,20.051077743124075,0.6921190284499418,12,2,1.0
7,18,1,6,36.0,31.31370849898476,23.46724663491375,0.749424062489264,14,2,1.0
7,18,2,0,36.0,30.14213562373095,20.44354656424337,0.6782381586840228,13,2,1.0388682769488777
7,18,2,1,36.0,32.48528137423857,19.403641862499562,0.5973056424835836,15,2,1.0
7,18,2,2,36.0,32.48528137423857,22.372970635007846,0.688711000445575,15,2,1.0
7,18,2,3,36.0,32.48528137423857,22.801890281849104,0.7019145076555017,15,2,1.0
7,18,2,4,36.0,33.65685424949238,19.565822304349325,0.5813324727055981,16,2,1.0
7,18,2,5,36.0,32.48528137423857,20.17520646516745,0.621056848261341,15,2,1.0
7,18,2,6,36.0,33.65685424949238,21.40491834728768,0.635975013844632,16,2,1.0
7,18,3,0,36.0,31.31370849898476,19.05720485081375,0.608589840179154,14,2,1.0
7,18,3,1,36.0,34.82842712474619,18.32455532033676,0.5261378946199052,17,2,1.0
7,18,3,2,36.0,32.48528137423857,19.834673302312787,0.6105741573795341,15,2,1.0
7,18,3,3,36.0,31.31370849898476,20.616774263282217,0.6583945259613899,14,2,1.0374140570188866
7,18,3,4,36.0,33.65685424949238,20.718347206234892,0.6155758661416603,16,2,1.0
7,18,3,5,36.0,33.65685424949238,17.68560892543342,0.5254682684939326,16,2,1.0
7,18,3,6,36.0,32.48528137423857,21.928492932370236,0.6750285669300048,15,2,1.0
7,18,4,0,36.0,32.48528137423857,21.41773826345225,0.6593059181699721,15,2,1.0
7,18,4,1,36.0,31.31370849898476,20.235880682200285,0.6462307293579221,14,2,1.0
7,18,4,2,36.0,32.48528137423857,21.535083782677077,0.6629181854572083,15,2,1.0
7,18,4,3,36.0,31.31370849898476,21.970349813987525,0.7016208193513661,14,2,1.0
7,18,4,4,36.0,31.31370849898476,19.696322401943277,0.6289999922104998,14,2,1.0
7,18,4,5,36.0,33.65685424949238,19.30446063237569,0.5735669914150352,16,2,1.0
7,18,4,6,36.0,32.48528137423857,19.97683914405229,0.61495047292077,15,2,1.0
7,18,5,0,36.0,31.31370849898476,19.851879141721277,0.6339676803967472,14,2,1.0
7,18,5,1,36.0,32.48528137423857,19.940916459480405,0.6138446587473281,15,2,1.0
7,18,5,2,36.0,33.65685424949238,22.576491222541463,0.67078435361742,16,2,1.0
7,18,5,3,36.0,30.14213562373095,18.186124879681703,0.603345599220373,13,2,1.0
7,18,5,4,36.0,30.14213562373095,21.39065764841387,0.7096596576777716,13,2,1.0
7,18,5,5,36.0,33.65685424949238,20.745265082666258,0.6163756401262349,16,2,1.0
7,18,5,6,36.0,30.14213562373095,21.916401789303627,0.7271018239347583,13,2,1.0
8,18,0,0,36.0,32.48528137423857,20.294789151036728,0.6247379826339098,15,2,1.0
8,18,0,1,36.0,33.65685424949238,19.812559200041257,0.5886634280546309,16,2,1.0
8,18,0,2,36.0,32.48528137423857,19.643973070266437,0.6047037993595609,15,2,1.0
8,18,0,3,36.0,30.14213562373095,20.86615298847569,0.6922586126262312,13,2,1.0
8,18,0,4,36.0,32.48528137423857,21.434337102081184,0.659816883072437,15,2,1.0
